192.168.100.47,0
192.168.0.213,1717513702
192.168.100.66,0
192.168.100.11,0
192.168.100.166,0
192.168.0.168,0
192.168.100.4,1717513702
192.168.100.191,0
192.168.0.237,0
192.168.100.157,0
192.168.0.190,0
192.168.0.198,0
192.168.0.94,0
192.168.100.7,1717513702
192.168.100.164,0
192.168.0.195,0
192.168.100.182,0
192.168.100.205,0
192.168.0.124,0
192.168.0.26,0
192.168.0.194,1717513702
192.168.100.188,0
192.168.100.142,0
192.168.0.22,1717513702
192.168.100.199,0
192.168.100.247,0
192.168.0.93,0
192.168.100.5,0
192.168.100.210,0
192.168.100.219,0
192.168.100.220,0
192.168.0.160,0
192.168.0.123,1717513702
192.168.100.89,1717513702
192.168.100.143,0
192.168.0.34,0
192.168.0.10,0
192.168.100.59,1717513702
192.168.100.87,1717513702
192.168.100.101,0
192.168.0.51,1717513702
192.168.0.56,0
192.168.0.98,0
192.168.0.16,0
192.168.0.7,1717513702
192.168.100.110,0
192.168.100.240,0
192.168.100.248,0
192.168.0.70,0
192.168.100.131,0
192.168.100.127,0
192.168.100.152,0
192.168.100.61,1717513702
192.168.0.171,0
192.168.0.255,0
192.168.100.167,0
192.168.0.133,0
192.168.100.13,0
192.168.100.207,0
192.168.0.65,0
192.168.100.140,0
192.168.0.21,0
192.168.100.123,0
192.168.0.239,0
192.168.100.36,0
192.168.0.220,0
192.168.100.241,0
192.168.100.70,0
192.168.100.139,0
192.168.0.92,0
192.168.100.32,0
192.168.0.73,0
192.168.100.40,0
192.168.100.48,0
192.168.0.50,0
192.168.0.183,0
192.168.0.37,0
192.168.100.243,0
192.168.0.77,0
192.168.0.172,0
192.168.100.112,0
192.168.0.170,0
192.168.0.203,0
192.168.100.145,0
192.168.100.221,0
192.168.0.24,0
192.168.100.237,0
192.168.100.10,0
192.168.100.161,0
192.168.100.190,0
192.168.0.117,1717513702
192.168.0.229,0
192.168.0.76,0
192.168.0.231,0
192.168.0.159,0
192.168.0.218,0
192.168.0.235,1717512862
192.168.0.244,0
192.168.100.20,0
192.168.100.42,0
192.168.0.32,0
192.168.0.181,0
192.168.100.50,1717513702
192.168.100.185,0
192.168.100.204,0
192.168.100.1,1717513702
192.168.0.225,1717513702
192.168.0.251,0
192.168.0.245,0
192.168.0.230,0
192.168.100.41,0
192.168.100.138,0
192.168.0.165,0
192.168.0.44,0
192.168.0.177,0
192.168.0.89,0
192.168.0.116,0
192.168.0.249,0
192.168.100.233,0
192.168.0.58,0
192.168.0.252,1717513702
192.168.100.200,0
192.168.100.235,0
192.168.100.74,0
192.168.100.198,0
192.168.100.104,0
192.168.0.227,0
192.168.100.217,0
192.168.100.209,0
192.168.0.211,0
192.168.100.52,0
192.168.100.83,0
192.168.0.212,1717513702
192.168.0.161,1717513702
192.168.0.55,0
192.168.0.103,0
192.168.100.106,0
192.168.0.52,0
192.168.0.17,0
192.168.100.250,1717513702
192.168.100.116,0
192.168.0.101,0
192.168.0.246,0
192.168.100.136,0
192.168.100.195,0
192.168.100.201,0
192.168.100.246,0
192.168.0.247,0
192.168.100.149,0
192.168.0.72,1717513702
192.168.100.169,0
192.168.0.29,1717513702
192.168.0.83,0
192.168.100.197,0
192.168.0.43,0
192.168.100.227,0
192.168.100.245,0
192.168.100.34,0
192.168.0.54,0
192.168.100.225,0
192.168.100.24,0
192.168.100.150,1717513702
192.168.100.160,0
192.168.100.21,0
192.168.0.90,0
192.168.0.236,0
192.168.100.176,0
192.168.100.194,0
192.168.100.168,0
192.168.100.81,1717513702
192.168.100.202,0
192.168.100.86,1717513702
192.168.0.180,0
192.168.0.142,1717513702
192.168.0.158,0
192.168.100.154,0
192.168.100.30,0
192.168.0.3,0
192.168.0.131,0
192.168.0.219,0
192.168.0.173,1717513702
192.168.0.221,1717513702
192.168.100.218,0
192.168.0.102,0
192.168.100.82,0
192.168.100.186,0
192.168.100.67,1717513702
192.168.100.96,0
192.168.0.241,0
192.168.100.84,1717513702
192.168.0.53,0
192.168.0.167,0
192.168.0.125,0
192.168.0.39,1717513702
192.168.100.23,0
192.168.100.26,0
192.168.100.90,1717513702
192.168.100.113,0
192.168.0.234,0
192.168.0.91,0
192.168.0.75,0
192.168.100.29,0
192.168.100.175,0
192.168.0.86,0
192.168.100.158,0
192.168.100.211,0
192.168.0.129,1717512862
192.168.0.138,1717513702
192.168.100.88,1717513702
192.168.100.171,0
192.168.100.28,0
192.168.0.176,1717513702
192.168.100.55,1717513702
192.168.100.144,0
192.168.0.95,0
192.168.100.8,0
192.168.100.69,1717513702
192.168.0.40,0
192.168.100.72,0
192.168.0.68,0
192.168.100.120,0
192.168.100.177,0
192.168.0.110,1717513684
192.168.100.103,0
192.168.0.187,0
192.168.0.204,0
192.168.100.39,0
192.168.100.85,0
192.168.100.121,0
192.168.0.57,1717513702
192.168.100.132,0
192.168.100.51,1717513702
192.168.0.106,0
192.168.100.203,0
192.168.100.49,0
192.168.100.92,1717513702
192.168.100.98,0
192.168.0.151,1717513702
192.168.100.73,0
192.168.0.215,0
192.168.100.126,0
192.168.0.62,0
192.168.0.2,0
192.168.100.18,0
192.168.100.31,0
192.168.0.128,1717513702
192.168.100.33,0
192.168.0.28,0
192.168.100.213,0
192.168.0.150,0
192.168.0.25,0
192.168.0.104,0
192.168.100.135,0
192.168.0.115,0
192.168.100.172,0
192.168.100.58,1717513702
192.168.0.214,1717513702
192.168.0.206,0
192.168.100.193,0
192.168.100.228,0
192.168.0.189,0
192.168.0.46,1717513702
192.168.100.124,0
192.168.100.155,0
192.168.0.119,0
192.168.0.121,0
192.168.0.97,1717513702
192.168.100.232,0
192.168.0.66,0
192.168.0.23,0
192.168.100.159,0
192.168.100.19,0
192.168.0.137,0
192.168.0.107,0
192.168.0.217,0
192.168.100.93,0
192.168.0.78,0
192.168.100.37,0
192.168.100.2,1717513702
192.168.0.61,0
192.168.100.115,0
192.168.100.229,0
192.168.0.135,0
192.168.0.155,1717513702
192.168.100.151,0
192.168.0.33,1717513702
192.168.0.71,0
192.168.0.232,0
192.168.0.1,1717513702
192.168.0.154,0
192.168.0.63,0
192.168.100.75,1717513702
192.168.0.45,0
192.168.100.43,0
192.168.0.19,1717513702
192.168.100.216,0
192.168.0.250,1717513702
192.168.0.147,0
192.168.0.184,1717513702
192.168.100.100,0
192.168.0.143,0
192.168.0.87,1717513702
192.168.0.126,0
192.168.0.248,0
192.168.100.119,0
192.168.0.169,1717513702
192.168.0.114,0
192.168.0.196,1717513702
192.168.0.179,0
192.168.100.231,0
192.168.0.207,0
192.168.0.240,0
192.168.0.140,0
192.168.0.178,0
192.168.0.81,0
192.168.0.156,0
192.168.0.208,0
192.168.100.60,0
192.168.100.238,0
192.168.100.153,0
192.168.0.153,0
192.168.0.164,0
192.168.0.216,0
192.168.100.196,0
192.168.100.91,1717513702
192.168.100.162,0
192.168.100.45,0
192.168.100.35,0
192.168.100.192,0
192.168.0.200,1717513702
192.168.100.128,0
192.168.100.146,0
192.168.100.174,0
192.168.0.64,0
192.168.0.100,1717513702
192.168.0.157,1717513702
192.168.0.6,1717513702
192.168.0.144,0
192.168.100.137,0
192.168.100.16,0
192.168.100.254,0
192.168.0.8,0
192.168.0.136,1717512862
192.168.100.77,1717513702
192.168.100.6,0
192.168.0.11,0
192.168.100.62,0
192.168.0.41,0
192.168.100.223,0
192.168.0.139,0
192.168.100.255,0
192.168.100.114,0
192.168.100.215,0
192.168.0.132,0
192.168.100.133,0
192.168.100.97,0
192.168.0.14,0
192.168.0.188,1717513702
192.168.100.105,0
192.168.100.68,0
192.168.0.130,0
192.168.100.181,0
192.168.100.251,0
192.168.0.118,0
192.168.0.210,1717513702
192.168.0.5,1717513702
192.168.0.163,0
192.168.100.118,0
192.168.0.146,0
192.168.0.238,1717513702
192.168.100.208,0
192.168.100.64,1717513702
192.168.0.99,0
192.168.0.109,0
192.168.0.105,1717513702
192.168.100.125,0
192.168.0.42,0
192.168.0.152,0
192.168.100.3,0
192.168.100.94,0
192.168.100.179,0
192.168.0.12,0
192.168.100.15,0
192.168.100.38,0
192.168.0.20,1717512862
192.168.0.108,0
192.168.100.236,0
192.168.100.226,0
192.168.100.71,0
192.168.100.22,0
192.168.0.134,0
192.168.0.96,0
192.168.0.193,1717513702
192.168.100.222,0
192.168.0.191,1717513702
192.168.0.84,0
192.168.100.148,0
192.168.100.206,0
192.168.0.36,1717513702
192.168.100.46,0
192.168.0.79,0
192.168.0.199,0
192.168.100.56,1717513702
192.168.0.141,0
192.168.0.226,0
192.168.100.212,0
192.168.100.242,0
192.168.100.239,0
192.168.100.165,0
192.168.0.49,1717513702
192.168.0.30,0
192.168.0.233,0
192.168.100.252,0
192.168.100.134,0
192.168.100.141,0
192.168.0.197,0
192.168.0.145,0
192.168.0.253,0
192.168.100.117,0
192.168.0.18,0
192.168.100.76,1717513702
192.168.0.192,1717513702
192.168.0.48,1717513702
192.168.0.122,0
192.168.0.185,0
192.168.0.88,0
192.168.100.122,0
192.168.100.249,0
192.168.100.9,0
192.168.100.80,1717513702
192.168.100.63,0
192.168.0.4,0
192.168.0.85,1717513684
192.168.100.53,1717513702
192.168.0.38,0
192.168.0.174,1717513702
192.168.100.183,0
192.168.100.65,1717513702
192.168.0.111,0
192.168.0.13,1717513702
192.168.100.187,0
192.168.100.156,0
192.168.0.182,0
192.168.100.27,0
192.168.0.27,0
192.168.0.201,1717513684
192.168.0.67,1717513702
192.168.0.254,1717513702
192.168.0.243,0
192.168.100.180,0
192.168.100.224,0
192.168.0.148,0
192.168.0.15,1717513702
192.168.0.166,0
192.168.100.184,0
192.168.100.12,0
192.168.100.78,1717513702
192.168.0.202,1717513702
192.168.0.209,0
192.168.100.244,0
192.168.0.113,0
192.168.0.205,0
192.168.100.102,0
192.168.100.109,0
192.168.0.80,0
192.168.100.234,0
192.168.0.186,0
192.168.100.95,0
192.168.100.129,0
192.168.0.222,1717513702
192.168.0.242,1717513702
192.168.0.9,1717513702
192.168.0.149,0
192.168.100.79,0
192.168.100.14,0
192.168.0.223,0
192.168.100.173,0
192.168.0.59,0
192.168.0.69,0
192.168.0.31,0
192.168.0.47,0
192.168.100.44,0
192.168.0.120,0
192.168.0.224,1717513702
192.168.100.54,1717513702
192.168.100.107,0
192.168.100.178,0
192.168.100.17,0
192.168.0.82,0
192.168.100.25,0
192.168.100.189,0
192.168.0.228,0
192.168.100.111,0
192.168.0.74,1717513702
192.168.100.99,0
192.168.100.108,0
192.168.0.127,0
192.168.0.60,0
192.168.100.170,0
192.168.100.230,0
192.168.100.214,0
192.168.100.253,0
192.168.0.162,1717513702
192.168.100.57,1717513702
192.168.100.147,0
192.168.0.112,0
192.168.100.163,0
192.168.0.175,0
192.168.100.130,0
192.168.0.35,0
